127.00,00:00:06.0
127.00,00:00:12.0
127.00,00:00:18.0
127.00,00:00:24.0
127.01,00:00:30.0
127.02,00:00:36.0
127.04,00:00:42.0
127.05,00:00:47.999
127.07,00:00:53.999
127.10,00:01:00.0
127.12,00:01:05.999
127.15,00:01:11.999
127.18,00:01:18.0
127.21,00:01:24.0
127.24,00:01:30.0
127.27,00:01:36.0
127.31,00:01:42.0
127.34,00:01:48.0
127.38,00:01:54.0
127.42,00:02:00.0
127.46,00:02:06.0
127.49,00:02:12.0
127.53,00:02:18.0
127.57,00:02:24.0
127.61,00:02:30.0
127.65,00:02:36.0
127.69,00:02:42.0
127.73,00:02:48.0
127.77,00:02:54.0
127.80,00:03:00.0
127.84,00:03:06.0
127.88,00:03:12.0
127.92,00:03:18.0
127.95,00:03:24.0
127.99,00:03:30.0
128.03,00:03:36.0
128.06,00:03:42.0
128.10,00:03:48.0
128.13,00:03:54.0
128.17,00:04:00.0
128.20,00:04:06.0
128.24,00:04:12.0
128.27,00:04:18.0
128.30,00:04:24.0
128.33,00:04:30.0
128.36,00:04:35.999
128.39,00:04:41.999
128.42,00:04:47.999
128.45,00:04:53.999
128.48,00:05:00.0
128.51,00:05:05.999
128.54,00:05:11.999
128.57,00:05:17.999
128.59,00:05:23.999
128.62,00:05:29.999
128.64,00:05:35.999
128.67,00:05:41.999
128.69,00:05:47.999
128.72,00:05:53.999
128.74,00:06:00.0
128.76,00:06:05.999
128.78,00:06:11.999
128.80,00:06:17.999
128.82,00:06:23.999
128.84,00:06:29.999
128.86,00:06:35.999
128.88,00:06:41.999
128.90,00:06:47.999
128.92,00:06:53.999
128.93,00:07:00.0
128.95,00:07:05.999
128.96,00:07:11.999
128.98,00:07:17.999
128.99,00:07:23.999
129.00,00:07:29.999
129.01,00:07:35.999
129.03,00:07:41.999
129.04,00:07:47.999
129.05,00:07:53.999
129.05,00:08:00.0
129.06,00:08:05.999
129.07,00:08:11.999
129.08,00:08:17.999
129.08,00:08:23.999
129.09,00:08:29.999
129.09,00:08:35.999
129.10,00:08:41.999
129.10,00:08:47.999
129.11,00:08:53.999
129.11,00:09:00.0
129.11,00:09:05.999
129.11,00:09:11.999
129.11,00:09:17.999
129.11,00:09:23.999
129.11,00:09:29.999
129.10,00:09:35.999
129.10,00:09:41.999
129.10,00:09:47.999
129.09,00:09:53.999
129.09,00:10:00.0
129.08,00:10:05.999
129.07,00:10:11.999
129.07,00:10:17.999
129.06,00:10:23.999
129.05,00:10:29.999
129.04,00:10:35.999
129.03,00:10:41.999
129.02,00:10:47.999
129.01,00:10:53.999
128.99,00:11:00.0
128.98,00:11:05.999
128.96,00:11:11.999
128.95,00:11:17.999
128.93,00:11:23.999
128.92,00:11:29.999
128.90,00:11:35.999
128.88,00:11:41.999
128.86,00:11:47.999
128.84,00:11:53.999
128.82,00:12:00.0
128.80,00:12:05.999
128.78,00:12:11.999
128.76,00:12:17.999
128.74,00:12:23.999
128.71,00:12:29.999
128.69,00:12:35.999
128.66,00:12:41.999
128.64,00:12:47.999
128.61,00:12:53.999
128.58,00:13:00.0
128.55,00:13:05.999
128.52,00:13:11.999
128.49,00:13:17.999
128.46,00:13:23.999
128.43,00:13:29.999
128.40,00:13:35.999
128.37,00:13:41.999
128.33,00:13:47.999
128.30,00:13:53.999
128.26,00:14:00.0
128.23,00:14:05.999
128.19,00:14:11.999
128.16,00:14:17.999
128.12,00:14:23.999
128.08,00:14:29.999
128.04,00:14:35.999
128.00,00:14:41.999
127.96,00:14:47.999
127.92,00:14:53.999
127.88,00:15:00.0
127.83,00:15:05.999
127.79,00:15:11.999
127.74,00:15:17.999
127.70,00:15:23.999
127.65,00:15:29.999
127.61,00:15:35.999
127.56,00:15:41.999
127.51,00:15:47.999
127.46,00:15:53.999
127.41,00:16:00.0
127.37,00:16:05.999
127.31,00:16:11.999
127.26,00:16:17.999
127.21,00:16:23.999
127.16,00:16:29.999
127.10,00:16:35.999
127.05,00:16:41.999
127.00,00:16:47.999
126.94,00:16:53.999
126.88,00:17:00.0
126.83,00:17:05.999
126.77,00:17:11.999
126.71,00:17:17.999
126.65,00:17:23.999
126.59,00:17:29.999
126.53,00:17:35.999
126.47,00:17:41.999
126.41,00:17:47.999
126.35,00:17:53.999
126.29,00:18:00.0
126.22,00:18:05.999
126.16,00:18:11.999
126.09,00:18:17.999
126.03,00:18:23.999
125.96,00:18:29.999
125.90,00:18:35.999
125.83,00:18:41.999
125.76,00:18:47.999
125.69,00:18:53.999
125.62,00:19:00.0
125.55,00:19:06.0
125.48,00:19:12.0
125.41,00:19:18.0
125.34,00:19:24.0
125.27,00:19:30.0
125.19,00:19:36.0
125.12,00:19:42.0
125.04,00:19:48.0
124.97,00:19:54.0
124.89,00:20:00.0
124.82,00:20:06.0
124.74,00:20:12.0
124.66,00:20:18.0
124.59,00:20:24.0
124.51,00:20:30.0
124.43,00:20:36.0
124.35,00:20:42.0
124.27,00:20:48.0
124.19,00:20:54.0
124.10,00:21:00.0
124.02,00:21:06.0
123.94,00:21:12.0
123.86,00:21:18.0
123.77,00:21:24.0
123.69,00:21:30.0
123.60,00:21:36.0
123.52,00:21:42.0
123.43,00:21:48.0
123.34,00:21:54.0
123.26,00:22:00.0
123.17,00:22:06.0
123.08,00:22:12.0
122.99,00:22:18.0
122.90,00:22:24.0
122.81,00:22:30.0
122.72,00:22:36.0
122.63,00:22:42.0
122.54,00:22:48.0
122.45,00:22:54.0
122.35,00:23:00.0
122.26,00:23:06.0
122.17,00:23:12.0
122.07,00:23:18.0
121.98,00:23:24.0
121.88,00:23:30.0
121.78,00:23:36.0
121.69,00:23:42.0
121.59,00:23:48.0
121.49,00:23:54.0
121.39,00:24:00.0
121.30,00:24:06.0
121.20,00:24:12.0
121.10,00:24:18.0
121.00,00:24:24.0
120.90,00:24:30.0
120.79,00:24:36.0
120.69,00:24:42.0
120.59,00:24:48.0
120.49,00:24:54.0
120.39,00:25:00.0
120.28,00:25:06.0
120.18,00:25:12.0
120.07,00:25:18.0
119.97,00:25:24.0
119.86,00:25:30.0
119.76,00:25:36.0
119.65,00:25:42.0
119.54,00:25:48.0
119.44,00:25:54.0
119.33,00:26:00.0
119.22,00:26:06.0
119.11,00:26:12.0
119.00,00:26:18.0
118.89,00:26:24.0
118.78,00:26:30.0
118.67,00:26:36.0
118.56,00:26:42.0
118.45,00:26:48.0
118.34,00:26:54.0
118.22,00:27:00.0
118.11,00:27:06.0
118.00,00:27:12.0
117.88,00:27:18.0
117.77,00:27:24.0
117.65,00:27:30.0
117.54,00:27:36.0
117.42,00:27:42.0
117.31,00:27:48.0
117.19,00:27:54.0
117.08,00:28:00.0
116.96,00:28:06.0
116.84,00:28:12.0
116.72,00:28:18.0
116.61,00:28:24.0
116.49,00:28:30.0
116.37,00:28:36.0
116.25,00:28:42.0
116.13,00:28:48.0
116.01,00:28:54.0
115.89,00:29:00.0
115.77,00:29:06.0
115.64,00:29:12.0
115.52,00:29:18.0
115.40,00:29:24.0
115.28,00:29:30.0
115.16,00:29:36.0
115.03,00:29:42.0
114.91,00:29:48.0
114.78,00:29:54.0
114.66,00:30:00.0
114.53,00:30:06.0
114.41,00:30:12.0
114.28,00:30:18.0
114.16,00:30:24.0
114.03,00:30:30.0
113.91,00:30:36.0
113.78,00:30:42.0
113.65,00:30:48.0
113.52,00:30:54.0
113.40,00:31:00.0
113.27,00:31:06.0
113.14,00:31:12.0
113.01,00:31:18.0
112.88,00:31:24.0
112.75,00:31:30.0
112.62,00:31:36.0
112.49,00:31:42.0
112.36,00:31:48.0
112.23,00:31:54.0
112.10,00:32:00.0
111.97,00:32:06.0
111.84,00:32:12.0
111.71,00:32:18.0
111.58,00:32:24.0
111.46,00:32:30.0
111.33,00:32:36.0
111.20,00:32:42.0
111.07,00:32:48.0
110.94,00:32:54.0
110.82,00:33:00.0
110.69,00:33:06.0
110.56,00:33:12.0
110.44,00:33:18.0
110.31,00:33:24.0
110.18,00:33:30.0
110.06,00:33:36.0
109.93,00:33:42.0
109.81,00:33:48.0
109.68,00:33:54.0
109.56,00:34:00.0
109.43,00:34:06.0
109.31,00:34:12.0
109.19,00:34:18.0
109.06,00:34:24.0
108.94,00:34:30.0
108.81,00:34:36.0
108.69,00:34:42.0
108.57,00:34:48.0
108.44,00:34:54.0
108.32,00:35:00.0
108.20,00:35:06.0
108.08,00:35:12.0
107.95,00:35:18.0
107.83,00:35:24.0
107.71,00:35:30.0
107.59,00:35:36.0
107.47,00:35:42.0
107.34,00:35:48.0
107.22,00:35:54.0
107.10,00:36:00.0
106.98,00:36:06.0
106.86,00:36:12.0
106.74,00:36:18.0
106.62,00:36:24.0
106.50,00:36:30.0
106.38,00:36:36.0
106.26,00:36:42.0
106.14,00:36:48.0
106.02,00:36:54.0
105.90,00:37:00.0
105.78,00:37:06.0
105.66,00:37:12.0
105.54,00:37:18.0
105.42,00:37:24.0
105.30,00:37:30.0
105.18,00:37:36.0
105.06,00:37:42.0
104.94,00:37:48.0
104.83,00:37:54.0
104.71,00:38:00.0
104.59,00:38:06.0
104.47,00:38:12.0
104.36,00:38:18.0
104.24,00:38:24.0
104.12,00:38:30.0
104.00,00:38:36.0
103.89,00:38:42.0
103.77,00:38:48.0
103.66,00:38:54.0
103.54,00:39:00.0
103.42,00:39:06.0
103.31,00:39:12.0
103.19,00:39:18.0
103.08,00:39:24.0
102.96,00:39:30.0
102.85,00:39:36.0
102.73,00:39:42.0
102.62,00:39:48.0
102.51,00:39:54.0
102.39,00:40:00.0
102.28,00:40:06.0
102.17,00:40:12.0
102.06,00:40:18.0
101.94,00:40:24.0
101.83,00:40:30.0
101.72,00:40:36.0
101.61,00:40:42.0
101.50,00:40:48.0
101.39,00:40:54.0
101.28,00:41:00.0
101.16,00:41:06.0
101.06,00:41:12.0
100.95,00:41:18.0
100.84,00:41:24.0
100.73,00:41:30.0
100.62,00:41:36.0
100.51,00:41:42.0
100.40,00:41:48.0
100.29,00:41:54.0
100.19,00:42:00.0
100.08,00:42:06.0
99.97,00:42:12.0
99.87,00:42:18.0
99.76,00:42:24.0
99.66,00:42:30.0
99.55,00:42:36.0
99.44,00:42:42.0
99.34,00:42:48.0
99.24,00:42:54.0
99.13,00:43:00.0
99.03,00:43:06.0
98.93,00:43:12.0
98.82,00:43:18.0
98.72,00:43:24.0
98.62,00:43:30.0
98.52,00:43:36.0
98.41,00:43:42.0
98.31,00:43:48.0
98.21,00:43:54.0
98.11,00:44:00.0
98.01,00:44:06.0
97.91,00:44:12.0
97.81,00:44:18.0
97.71,00:44:24.0
97.62,00:44:30.0
97.52,00:44:36.0
97.42,00:44:42.0
97.32,00:44:48.0
97.23,00:44:54.0
97.13,00:45:00.0
97.03,00:45:06.0
96.94,00:45:12.0
96.84,00:45:18.0
96.75,00:45:24.0
